1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,iata_code
281.0,2.0,21.0,1586.0,3.0,0.47,1.43,3.0,824.0,400.0,2.0,1.0,4.0,3.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.41,Asia,Philippines,davao,DVO
290.0,2.0,34.0,1830.0,1.0,0.44,0.88,3.0,861.0,368.0,2.0,1.0,4.0,3.0,3.0,2.0,19.0,3.0,2.0,2.0,3.0,1.758076501112074,0.0,0.0,2.0,3.0,4.0,4.0,3.95,Latin America,Mexico,puerto vallarta,PVR
527.0,2.0,13.0,1769.0,1.0,0.44,1.36,3.0,1034.0,599.0,2.0,1.0,4.0,2.0,3.0,2.0,19.0,2.0,2.0,2.0,3.0,2.058252603841563,0.0,0.0,2.0,3.0,4.0,4.0,3.88,Latin America,Mexico,san miguel de allende,SYL
1276.0,2.0,31.0,1403.0,2.2753991045667017,1.26,2.92,2.0,1811.0,1439.0,3.0,1.0,4.0,3.0,3.0,2.0,23.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.55,Latin America,Panama,panama city,PAC
1090.0,2.0,9.0,3111.0,2.0,2.03,4.19,1.0,2593.0,1621.0,4.0,2.0,3.0,2.0,3.0,3.0,14.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,4.14,North America,United States,anchorage ak,ANC
226.0,2.0,18.0,1220.0,2.0,0.4,0.84,3.0,668.0,306.0,2.0,1.0,3.0,3.0,1.0,1.0,24.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.46,Europe,Ukraine,lviv,LWO
558.0,2.0,27.0,1708.0,1.0,1.77,2.4,2.0,1391.0,812.0,3.0,3.0,4.0,4.0,2.0,2.0,31.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,4.34,Europe,Lithuania,vilnius,VNO
245.0,2.0,55.0,1342.0,3.0,0.44,1.52,3.0,918.0,401.0,2.0,2.0,4.0,3.0,1.0,1.0,13.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,2.0,4.18,Europe,Georgia,tbilisi,TBS
1190.0,2.0,14.0,2135.0,2.0,1.66,4.01,1.0,2219.0,1528.0,4.0,2.0,3.0,2.0,3.0,3.0,35.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.43,North America,United States,sacramento ca,SMF
1000.0,2.0,14.0,2135.0,2.0,1.74,3.5,1.0,2023.0,1318.0,4.0,2.0,3.0,2.0,3.0,3.0,41.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.29,North America,United States,asheville nc,AVL
462.0,2.0,165.0,885.0,1.683297845204908,0.47,1.02,3.0,775.0,527.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.4764540627236054,0.0,0.0,2.0,2.0,4.0,4.0,3.79,Asia,Mongolia,ulaanbaatar,UBN
326.0,2.0,38.0,854.0,2.0,0.92,1.86,3.0,814.0,503.0,2.0,2.0,3.0,3.0,2.0,3.0,37.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,4.27,Europe,Poland,lodz,LCJ
350.0,4.0,64.0,1068.0,2.0,1.43,2.78,3.0,992.0,641.0,2.525840652407199,3.0,4.0,2.0,3.0,3.0,17.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,3.78,Latin America,Chile,santiago,XGO
1010.0,2.0,55.0,2349.0,1.9579839294469528,1.67,3.27,2.0,2082.0,1304.0,2.0,2.0,4.0,3.0,2.589022758804196,2.513878335973599,15.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,2.0,3.93,Latin America,Puerto Rico,san juan,WSJ
558.0,2.0,21.0,3355.0,1.6358563741233312,1.44,2.54,1.0,1850.0,815.0,1.0,3.0,2.0,2.0,3.0,2.0,23.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.35,Latin America,Uruguay,punta del este,PDP
963.0,2.0,24.0,2166.0,1.0,2.79,3.47,1.0,2152.0,1329.0,3.0,4.0,3.0,3.0,4.0,4.0,45.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.43,Europe,Netherlands,groningen,GRQ
930.0,2.0,21.0,1678.0,2.0,1.67,4.99,2.0,2041.0,1456.0,2.0,2.0,2.0,1.0,3.0,3.0,38.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.24,North America,United States,st louis mo,STL
361.0,2.0,64.0,1342.0,1.0,0.26,0.52,3.0,722.0,389.0,3.0,1.0,4.0,3.0,1.0,2.0,10.0,1.0,1.0,1.0,3.0,1.8919571035931215,0.0,0.0,3.0,3.0,4.0,4.0,3.99,Asia,Sri Lanka,colombo,CMB
727.0,3.0,13.0,1617.0,2.0,2.12,3.57,2.0,1717.0,1116.0,4.0,3.0,3.0,1.0,4.0,3.0,30.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.24,Oceania,Australia,cairns,CNS
792.0,2.0,50.0,2440.0,2.065566898871928,0.0,2.39,2.0,1408.0,846.0,2.0,2.0,1.0,2.0,2.0096984264421924,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,4.0,4.0,3.16,Oceania,Fiji,suva,SUV
521.0,2.0,61.0,1251.0,1.0,0.68,1.45,3.0,1010.0,650.0,1.0,1.0,4.0,3.0,2.0,3.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.85,Africa,Morocco,casablanca,CMN
407.0,2.0,50.0,1220.0,1.0,0.55,1.63,3.0,824.0,516.0,2.0,1.0,4.0,1.0,1.5598317270646904,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.35,Asia,Laos,vientiane,VTE
400.0,2.0,124.0,946.0,3.0,0.4,0.75,3.0,688.0,440.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,2.93,Asia,China,wuhan,WUH
610.0,2.0,18.0,2654.0,2.0,1.69,3.05,2.0,1816.0,966.0,4.0,3.0,3.0,2.0,4.0,3.0,40.0,2.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.15,Oceania,New Zealand,dunedin,DUD
452.0,2.0,45.0,763.0,3.0,1.02,3.85,3.0,972.0,773.0,3.0,2.0,3.0,3.0,2.0,3.0,33.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.48,Asia,South Korea,daegu,TAE
617.0,2.0,50.0,1098.0,2.659150817130288,1.25,1.5,3.0,1068.0,718.0,2.0,1.0,4.0,4.0,2.3039698746767865,3.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,3.02,Latin America,Cuba,havana,HAV
95.0,2.0,109.0,1342.0,1.0,0.08,0.0,3.0,413.0,187.52737761032583,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.51,Asia,India,rishikesh,DED
179.0,2.0,33.0,1220.0,1.3293916765656593,0.57,0.66,3.0,595.0,249.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.161001895318306,1.0,0.0,2.0,2.0,3.0,1.0,3.29,Africa,Ethiopia,addis ababa,ADD
817.0,2.0,24.0,1464.0,1.0,2.58,3.41,1.0,1905.0,1229.0,3.488494553225736,4.0,3.0,2.0,4.0,4.0,42.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.23,Europe,Netherlands,nijmegen,NRN
900.0,2.0,16.0,1464.0,2.0,1.54,3.48,2.0,1655.0,1145.0,3.0,2.0,4.0,3.0,3.0,3.0,60.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.24,North America,United States,kansas city mo,MCI
258.0,2.0,37.0,2623.0,3.0,0.49,1.23,3.0,1070.0,368.0,2.0,2.0,2.0,4.0,2.0,2.0,51.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,3.86,Europe,Romania,constanta,CND
754.0,2.0,25.0,2074.0,1.0,2.22,2.43,1.0,1870.0,1074.0,3.0,2.0,2.0,3.0,2.0,4.0,14.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.41,Europe,Italy,pisa,PSA
608.0,2.0,51.0,1312.0,2.0,0.92,2.59,3.0,1199.0,803.0,2.0,2.0,3.0,4.0,2.0,3.0,37.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.21,Europe,Poland,krakow,KRK
800.0,2.0,16.0,1739.0,2.0,1.59,3.59,2.0,1770.0,1199.0,3.0,2.0,4.0,2.0,3.0,3.0,16.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.108303653775801,North America,United States,des moines ia,DSM
920.0,2.0,11.0,1647.0,2.0,1.67,3.66,2.0,1686.0,1095.0,3.0,2.0,4.0,1.0,3.0,3.0,19.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.33,North America,United States,tucson az,TUS
272.0,2.0,50.0,885.0,1.0,0.7,1.82,3.0,614.0,402.0,2.0,1.0,3.0,3.0,1.851338652826904,1.0,12.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,3.99,Asia,Laos,luang prabang,LPQ
551.0,2.0,50.0,1220.0,1.8817560537221183,0.43,0.58,3.0,864.0,558.0,3.0,2.0,3.0,4.0,1.0,1.8992130324885976,6.0,1.0,1.0,1.0,3.0,1.452277565099921,0.0,0.0,2.0,3.0,4.0,2.0,4.08,Asia,Myanmar,yangon,RGN
357.0,2.0,27.0,1251.0,1.0,0.71,1.99,3.0,825.0,508.0,3.0,2.0,2.0,2.0,3.0,4.0,29.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.35,Asia,Taiwan,taichung,RMQ
282.0,2.0,82.0,1373.0,3.0,0.54,3.52,3.0,920.0,568.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.48,Asia,China,kunming,KMG
466.0,2.0,97.0,1525.0,3.0,0.41,0.75,3.0,916.0,506.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.57,Asia,China,suzhou,SZV
692.0,2.0,18.0,1890.5632342887648,2.0,1.19,3.34,2.0,1611.0,1015.0,3.0,2.0,2.0,2.0,2.0,4.0,36.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,2.93,Asia,Japan,hiroshima,HIJ
311.0,3.0,7.0,1068.0,2.634914297630941,0.29,2.33,3.0,777.0,490.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,1.415446787980633,0.0,0.0,2.0,3.0,4.0,4.0,3.43,Europe,Azerbaijan,baku,GYD
270.0,2.0,50.0,1037.0,1.6862338317597811,0.54,1.61,3.0,745.0,410.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.3,Europe,Armenia,yerevan,EVN
449.0,2.0,34.0,1434.0,3.0,1.01,2.43,3.0,1253.0,714.0,3.0,3.0,2.0,2.0,2.0,1.0,30.0,2.0,2.0,3.0,3.0,2.1552832730984024,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Latvia,riga,RIX
472.0,2.0,14.0,1983.0,3.0,1.45,2.52,2.0,1440.0,768.0,4.0,3.0,4.0,3.0,2.0,2.0,30.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,4.0,4.0,4.25,Europe,Estonia,tallinn,TLL
1462.0,2.0,27.0,1861.0,1.0,2.55,3.43,1.0,1891.0,1204.0,4.0,3.0,4.0,3.0,3.0,3.0,27.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.4,Europe,Germany,frankfurt,FRA
300.0,2.0,50.0,976.0,2.042684403190634,0.44,0.49,3.0,656.0,346.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.702790952745113,0.0,0.0,2.0,2.0,3.0,4.0,4.3,Asia,Kyrgyzstan,bishkek,FRU
745.0,3.0,35.0,2471.0,1.0,2.45,3.28,2.0,1679.0,1058.0,4.0,3.0,3.0,3.0,3.0,3.0,33.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.33,Europe,Germany,cologne,CGN
792.0,2.0,18.0,1922.0,3.0,1.76,2.97,2.0,1777.0,1110.0,3.0,2.0,2.0,2.0,3.0,2.0,33.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.79,Europe,United Kingdom,belfast,BFS
900.0,2.0,17.0,2288.0,2.0,2.15,3.84,1.0,2164.0,1334.0,4.0,3.0,3.0,3.0,3.0,4.0,31.0,2.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.21,Europe,Ireland,galway,GWY
400.0,2.0,50.0,1708.0,1.83303903161733,1.0,2.05,3.0,1120.0,578.0,2.0,1.0,2.0,4.0,3.0,2.0,19.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0,4.14,Latin America,Panama,bocas del toro,BOC
262.0,2.0,74.0,1220.0,1.0,1.04,1.46,3.0,795.0,422.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,1.0,2.0,2.0,3.0,1.5031812166837435,0.0,0.0,3.0,3.0,4.0,4.0,3.93,Europe,Macedonia,skopje,SKP
1040.0,2.0,16.0,1617.0,2.0,1.73,3.67,2.0,1741.0,1186.0,3.0,2.0,3.0,2.0,3.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,United States,san antonio tx,SAT
675.0,2.0,9.0,3111.0,1.0,2.48,1.59,1.0,2262.0,1028.0,2.0,2.0,2.0,1.0,2.0,4.0,16.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.75,Europe,Italy,siena,SAY
487.0,2.0,19.0,1129.0,2.0,2.08,3.12,2.0,1377.0,896.0,3.0,2.0,3.0,2.0,3.0,4.0,34.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.01,Europe,France,nantes,NTE
786.0,2.0,22.0,1434.0,3.0,2.64,2.97,2.0,1894.0,1171.0,3.0,2.0,4.0,4.0,3.0,2.0,24.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.02,Europe,United Kingdom,leeds,LBA
792.0,2.0,21.0,1952.0,3.0,2.64,2.97,1.0,2027.0,1177.0,3.0,2.0,3.0,3.0,3.0,2.0,28.0,3.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.86,Europe,United Kingdom,southampton,SOU
341.0,3.0,47.0,580.0,1.9888434542779447,0.65,8.0,3.0,877.0,874.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.84,Latin America,Venezuela,caracas,CCS
743.0,2.0,34.0,2867.0,1.0,2.33,3.17,1.0,2239.0,1175.0,2.4719796530524003,2.0,3.0,2.0,2.0,4.0,22.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.28,Europe,Italy,verona,VRN
175.0,2.0,28.0,610.0,1.0,0.5,1.21,3.0,560.0,306.0,2.0,1.0,4.0,2.0,3.0,2.0,20.0,2.0,2.0,2.0,3.0,1.86792799104292,0.0,0.0,2.0,3.0,4.0,4.0,4.17,Latin America,Mexico,hermosillo,HMO
248.0,2.0,19.0,1464.0,2.0,1.0,2.0,3.0,970.0,488.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,3.87,Africa,South Africa,port elizabeth,PLZ
467.0,2.0,56.0,854.0,1.9095272690117049,0.56,1.11,3.0,792.0,551.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,3.56,Latin America,Guatemala,guatemala city,GUA
598.0,2.0,89.0,2501.0,1.3955440842281943,1.33,2.16,2.0,1585.0,845.0,2.0,2.0,2.0,3.0,2.0,2.0,10.0,1.0,1.0,2.0,3.0,1.4741037017201737,0.0,0.0,1.0,2.0,3.0,1.0,3.85,Latin America,Belize,caye caulker,CUK
541.0,2.0,91.0,3142.0,1.4550287270894984,0.66,1.33,2.0,1484.0,652.0,2.0,2.0,3.0,4.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,1.8067709584467848,0.0,0.0,1.0,2.0,3.0,2.0,3.7,Latin America,Belize,san pedro,SPY
247.0,2.0,50.0,824.0,1.6829778061980036,0.56,1.3,3.0,618.0,357.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,4.0,3.32,Africa,Madagascar,antananarivo,TNR
431.0,2.0,8.0,1312.0,3.0,0.0,0.0,3.0,779.0,393.0,2.0,1.0,3.0,2.0,3.0,1.0,18.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,3.7,Asia,Thailand,ko chang,TDX
533.0,2.0,49.0,2044.0,1.0,1.14,1.99,2.0,1323.0,711.0,2.0,3.0,2.0,2.0,4.0,3.0,8.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,3.46,Latin America,Costa Rica,tamarindo,TNO
594.0,2.0,36.0,1098.0,2.0,1.13,1.98,3.0,1100.0,758.0,2.0,2.0,3.0,3.0,2.0,3.0,33.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.9,Europe,Poland,wroclaw,WRO
420.0,2.0,27.0,1281.0,1.0,1.5,1.95,3.0,1077.0,631.0,3.0,3.0,2.0,2.0,2.0,2.0,19.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,4.0,4.28,Europe,Lithuania,kaunas,KUN
1320.0,2.0,21.0,2623.0,3.0,2.64,2.97,1.0,2427.0,1591.0,4.0,2.0,4.0,3.0,3.0,2.0,31.0,4.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.41,Europe,United Kingdom,oxford,OXF
622.0,2.0,35.0,1190.0,2.0,0.95,3.1,3.0,1251.0,918.0,3.0,2.0,2.0,3.0,2.0,4.0,46.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.97,Asia,Japan,fukuoka,FUK
660.0,2.0,18.0,1342.0,3.0,2.64,3.3,2.0,1783.0,1085.0,3.0,2.0,3.0,2.0,3.0,2.0,23.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.07,Europe,United Kingdom,sheffield,SZD
1111.0,2.0,5.0,2013.0,2.0,1.48,1.85,2.0,1918.0,1286.0,3.0,3.0,4.0,2.0,4.0,3.0,17.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,2.86,Oceania,Australia,gold coast,OOL
901.0,2.0,21.0,2684.0,1.0,2.73,3.51,1.0,2386.0,1333.0,4.0,4.0,4.0,3.0,4.0,4.0,72.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.14,Europe,Netherlands,leiden,LID
1313.0,2.0,18.0,2257.0,1.0,3.06,3.5,1.0,2419.0,1664.0,4.0,4.0,4.0,3.0,4.0,4.0,63.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.14,Europe,Netherlands,the hague,HAG
227.0,2.0,50.0,1053.0268044381355,1.0,1.25,4.0,3.0,897.0,633.0,2.0,1.0,2.0,2.0,1.4473601474030848,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.95,Asia,North Korea,pyongyang,FNJ
691.0,2.0,19.0,1220.0,2.0,2.88,2.82,2.0,1599.0,1064.0,4.0,2.0,3.0,3.0,3.0,4.0,27.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.36,Europe,France,toulouse,TLS
394.0,2.0,77.0,1114.7133172894974,1.9474677653960413,0.46,1.85,2.0,872.0,555.0,1.0,1.0,3.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,3.36,Middle East,Iran,tehran,IKA
122.0,2.0,158.0,1159.0,1.8198172426905936,0.28,1.77,3.0,652.0,317.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,2.7,Asia,Bangladesh,dhaka,DAC
573.0,2.0,27.0,1220.0,1.0,1.32,2.42,3.0,1220.0,832.0,1.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,4.29,Latin America,Costa Rica,san jose,SJC
825.0,2.0,33.0,3599.0,2.0,2.0,4.0,1.0,2258.0,1213.0,3.0,2.0,4.0,2.0,3.0,3.0,16.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,4.2,North America,United States,park city ut,PVU
623.0,2.0,141.0,1007.0,1.956443394151051,0.83,2.05,3.0,1162.0,804.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0022491889405978,0.0,0.0,2.0,2.0,1.0,1.0,3.41,Africa,Senegal,dakar,DSS
394.0,2.0,85.0,1495.0,2.0,1.0,2.0,3.0,1089.0,612.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.67,Africa,South Africa,johannesburg,QRA
906.0,2.0,9.0,3508.0,1.0,2.55,3.03,1.0,2595.0,1320.0,3.0,4.0,3.0,3.0,4.0,4.0,28.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.17,Europe,Netherlands,haarlem,RTM
525.0,2.0,50.0,1464.0,3.0,1.75,1.17,2.0,1284.0,688.0,3.0,3.0,3.0,4.0,3.0,4.0,50.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,4.0,4.0,3.79,Europe,Spain,corralejo canary islands,LPA
626.0,2.0,31.0,3904.0,1.0,2.85,1.94,1.0,2448.0,1004.0,2.0,2.0,3.0,2.0,2.0,4.0,20.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.81,Europe,Italy,rimini,RMI
586.0,2.0,29.0,1586.0,2.0,2.18,2.18,2.0,1664.0,963.0,3.0,2.0,3.0,2.0,3.0,4.0,20.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,4.0,4.4,Europe,France,marseille,MRS
1994.0,2.0,15.0,3172.0,2.0,1.94,4.44,1.0,3138.0,2167.0,2.0,2.0,2.0,3.0,3.0,3.0,18.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.16,North America,United States,santa barbara ca,SBA
569.0,2.0,13.0,1708.0,1.0,0.05,0.0,3.0,945.0,503.0,2.056132673047788,1.0,2.6085514159901453,1.8987939998069168,2.0,3.0,10.0,1.7082648212452107,0.8904610098501156,2.0,3.0,1.7044688079857906,0.0,0.0,2.0,2.0,3.0,4.0,4.13,Africa,Morocco,essaouira,ESU
380.0,2.0,50.0,1373.0,1.0,0.74,1.16,3.0,920.0,518.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,3.59,Africa,Morocco,agadir,AGA
1146.0,2.0,18.0,2989.0,2.0,1.78,3.72,1.0,2317.0,1451.0,4.0,2.0,3.0,2.0,3.0,3.0,23.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.44,North America,United States,ann arbor mi,ARB
403.0,2.0,55.0,1068.0,1.6947918188794515,0.99,2.35,3.0,1051.0,662.0,2.0,2.0,3.0,4.0,2.0,3.0,9.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.49,Latin America,Dominican Republic,santo domingo,STD
646.0,2.0,18.0,1312.0,1.0,2.6,1.75,1.0,1798.0,1042.0,2.0,2.0,3.0,3.0,2.0,4.0,27.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.019301689274,Europe,Italy,turin,TRN
233.0,2.0,106.0,1007.0,3.0,0.45,0.98,3.0,574.0,305.0,3.0,1.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.2,Asia,China,chongqing,CKG
225.0,2.0,83.0,1617.0,3.0,0.59,0.0,3.0,759.0,293.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.46,Asia,China,guilin,KWL
181.0,2.0,58.0,793.0,1.0,0.72,1.71,3.0,655.0,376.0,2.0,1.0,3.0,2.0,3.0,2.0,16.0,2.0,1.0,2.0,3.0,1.4456745828959388,0.0,0.0,2.0,3.0,4.0,4.0,4.1,Latin America,Mexico,merida,MRD
496.0,2.0,40.0,1342.0,2.0,0.92,2.2,3.0,1127.0,671.0,1.0,3.0,2.0,2.169175661267226,3.0,3.0,11.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,4.0,4.0,3.34,Latin America,Chile,la serena,LSC
683.0,2.0,22.0,1373.0,2.0,2.53,3.85,1.0,1801.0,1170.0,4.0,2.0,3.0,4.0,3.0,4.0,52.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,France,lille,LIL
295.0,2.0,30.0,732.0,2.0,0.88,1.89,3.0,731.0,482.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.6,Latin America,Brazil,vitoria,VIX
