1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,iata_code
379.0,2.0,27.0,1159.0,3.0,0.84,1.89,3.0,1018.0,613.0,2.0,1.0,1.0,2.0,2.0,1.0,21.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.63,Europe,Russia,yekaterinburg,SVX
225.0,2.0,43.0,1464.0,2.0,1.13,2.25,3.0,1005.0,503.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,4.2,Africa,South Africa,pretoria, PRY
681.0,2.0,35.0,2471.0,2.0,2.33,3.76,1.0,2099.0,1173.0,3.0,1.0,2.0,3.0,4.0,3.0,22.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,4.04,Middle East,Israel,haifa,HFA
361.0,2.0,32.0,2044.0,1.0,1.1,2.13,2.0,1182.0,575.0,2.0,3.0,2.0,2.0,2.0,2.0,28.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,3.82,Europe,Lithuania,klaipeda,KLJ
1596.0,2.0,6.0,4789.0,2.0,1.85,3.95,1.0,3283.0,1895.0,2.0,2.0,2.0,2.0,3.0,3.0,40.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,3.82,North America,United States,monterey ca,MRY
350.0,2.0,12.0,1403.0,3.0,0.96,1.28,3.0,933.0,491.0,3.0,3.0,4.0,2.0,2.0,4.0,37.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.41,Europe,Portugal,braga,BGZ
2783.0,2.0,50.0,2891.126380973066,2.2464433530862253,3.21,5.67,1.0,2184.089388345152,1287.2738080403192,2.0,2.0,3.0,2.0,3.192174414133503,3.2281945007636463,13.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,4.0,4.0,4.219548604532363,North America,Bermuda,hamilton,YHM
383.0,2.0,48.0,1830.0,1.0,0.8,1.97,3.0,1059.0,558.0,2.0,3.0,2.0,4.0,2.0,3.0,9.0,1.0,3.0,2.0,3.0,1.4344987360545391,0.0,0.0,1.0,3.0,4.0,1.0,3.7046862170797614,Latin America,Jamaica,kingston,YGK
1530.0,2.0,50.0,2471.0,1.8126136313638352,1.28,2.42,1.0,2375.0,1645.0,1.0,1.0,4.0,3.0,1.0,1.3999970018044103,3.0,2.0,2.0,1.0,3.0,2.5965547115246914,0.0,0.0,1.0,2.0,1.0,4.0,4.27,Africa,Angola,luanda,LAD
330.0,2.0,101.0,1525.0,3.0,0.48,4.38,3.0,1010.0,685.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.44,Asia,China,wuxi,WUX
301.0,2.0,55.0,1403.0,2.0,1.13,1.55,3.0,978.0,480.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.52,Africa,South Africa,durban,DUR
716.0,2.0,11.0,1281.0,2.0,2.85,5.7,1.0,2042.0,1395.0,4.0,3.0,4.0,4.0,4.0,3.0,38.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.29,North America,Canada,lethbridge,YQL
800.0,2.0,17.0,1464.0,2.0,1.8,3.68,2.0,1860.0,1368.0,3.0,2.0,2.0,2.0,3.0,3.0,42.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.37,North America,United States,oklahoma city ok,PWA
529.0,2.0,50.0,1586.0,1.7408292387829991,2.35,2.35,1.0,1957.0,942.0,2.0,3.0,3.0,3.0,2.274301166940141,1.0,7.0,2.119708862579757,2.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,3.68,Africa,Cape Verde,praia,RAI
525.0,2.0,12.0,1159.0,3.0,1.75,3.31,2.0,1406.0,915.0,3.0,3.0,3.0,2.0,3.0,4.0,43.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.1,Europe,Spain,a coruna,LCG
630.0,2.0,31.0,2318.0,1.0,2.21,1.88,1.0,2001.0,973.0,2.0,2.0,2.0,2.0,2.0,4.0,24.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,4.25,Europe,Italy,cagliari sardinia,CAG
235.0,2.0,33.0,1098.0,3.0,0.5,1.03,3.0,698.0,348.0,2.0,2.0,3.0,1.0,2.0,3.0,12.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,3.93,Europe,Croatia,osijek,OSI
245.0,2.0,30.0,641.0,2.0,0.88,1.89,3.0,672.0,439.0,1.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.74,Latin America,Brazil,sao jose dos campos,SJK
673.0,2.0,28.0,1896.654597311887,2.0,1.07,3.11,2.0,1426.0,885.0,3.0,2.0,2.0,4.0,2.0,4.0,15.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,2.0,3.15,Asia,Japan,okinawa okinawa,OKA
306.0,2.0,29.0,3965.0,1.0,2.14,4.28,1.0,2027.0,765.0,2.0,1.0,3.0,2.0,2.0,4.0,11.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.66,Europe,Greece,chania crete,CHQ
1800.0,2.0,16.0,5643.0,2.3405664519235065,3.12,5.73,1.0,4147.0,2314.0,2.0,2.0,4.0,1.0,2.974276592765061,3.1445113460775764,9.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,1.0,3.95,Latin America,Cayman Islands,george town,GGT
525.0,2.0,24.0,2015.5812270227468,3.0,2.33,1.75,1.0,1428.0,802.0,2.0,3.0,2.0,2.0,3.0,4.0,22.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.7,Europe,Spain,arrecife lanzarote,ACE
1478.0,2.0,177.0,2196.0,1.4469741344133449,0.55,1.09,2.0,1995.0,1408.0,2.0,1.0,2.0,1.0,1.0,0.7534953963005417,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.87,Africa,Angola,huambo,NOV
715.0,2.0,15.0,2654.0,1.0,2.06,3.22,1.0,1978.0,1104.0,4.0,4.0,3.0,2.0,4.0,3.0,21.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.29,Europe,Finland,turku,TKU
264.0,2.0,25.0,610.0,1.0,0.63,1.48,3.0,615.0,402.0,2.0,1.0,4.0,3.0,3.0,2.0,16.0,2.0,1.0,2.0,3.0,1.8361177429940867,0.0,0.0,2.0,3.0,4.0,4.0,4.13,Latin America,Mexico,queretaro,QRO
318.0,2.0,23.0,702.0,2.0,0.85,1.99,3.0,778.0,511.0,3.0,2.0,2.0,1.0,2.0,3.0,41.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,4.36,Europe,Poland,szczecin,SZZ
461.0,2.0,50.0,612.1752983294912,2.537913452345477,0.4,0.79,3.0,858.0,502.0,2.0,2.0,4.0,1.0,2.3519520799907934,2.0,26.0,1.0,3.0,2.0,3.0,1.2804641520680171,1.0,0.0,3.0,3.0,4.0,4.0,3.23,Europe,Bosnia,sarajevo,SJJ
199.0,2.0,47.0,1312.0,1.7992506594548574,0.51,0.95,3.0,692.0,304.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,3.48,Africa,Algeria,algiers,ALG
873.0,2.0,14.0,1922.0,2.0,2.19,3.86,2.0,2067.0,1308.0,3.0,2.0,4.0,2.0,3.0,3.0,25.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.22,North America,United States,bellingham wa,BLI
315.0,2.0,25.0,1617.0,2.0,0.76,0.79,3.0,856.0,397.0,1.0,1.0,2.0,1.0,1.0,1.0,21.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,3.65,Europe,Ukraine,dnipro,DNK
375.0,2.0,106.0,721.7009102025216,3.0,0.5,1.0,3.0,792.0,478.0,3.0,1.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,4.11,Asia,China,qingdao,TAO
1018.0,2.0,99.0,1617.0,1.4490980445732506,0.0,0.0,3.0,1165.0,866.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0,4.18,Middle East,Kuwait,kuwait city,KWI
403.0,2.0,17.0,549.0,3.0,1.39,2.41,3.0,908.0,640.0,4.0,3.0,4.0,1.0,2.0,2.0,31.0,3.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0,4.0,4.0,4.0,4.32,Europe,Estonia,tartu,TAY
173.0,2.0,50.0,1281.0,1.5703478692680746,1.04,2.49,2.0,788.0,428.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,3.81,Africa,Guinea,conakry,CKY
244.0,2.0,67.0,1129.0,1.0,0.64,1.76,3.0,781.0,423.0,1.0,1.0,1.0,4.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.57,Asia,India,gurgaon,DEL
146.0,2.0,290.0,1586.0,1.0,0.52,1.4,3.0,743.0,303.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,3.02,Asia,Pakistan,karachi,KHI
672.0,2.0,13.0,3233.0,1.0,1.92,3.31,1.0,2103.0,1064.0,4.0,4.0,4.0,1.0,4.0,3.0,29.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.04,Europe,Finland,jyvaskyla,JYV
142.0,2.0,11.0,427.0,1.0,0.3,0.47,3.0,659.117283168537,197.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.43,Asia,Indonesia,makassar,UPG
132.0,2.0,80.0,915.0,1.0,0.34,1.19,3.0,531.0,265.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.52,Asia,India,aurangabad,IXU
284.0,2.0,44.0,1068.0,3.0,0.8,1.32,3.0,781.0,423.0,2.0,2.0,2.0,2.0,2.0,2.0,49.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,3.62,Europe,Romania,iasi,IAS
1110.0,2.0,16.0,1464.0,2.084354871017052,2.06,4.11,1.0,2097.0,1524.0,4.0,4.0,3.0,2.0,4.0,4.0,52.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.12,Europe,Norway,aalesund,AES
702.0,2.0,50.0,1464.0,1.8015680149973368,0.84,3.01,2.0,1555.0,962.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,2.7,Latin America,Haiti,port au prince,PAP
815.0,2.0,17.0,2593.0,2.0,1.58,3.5,1.0,1964.0,1142.0,3.0,2.0,4.0,2.0,3.0,3.0,41.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.5,North America,United States,chattanooga tn,CHA
900.0,2.0,50.0,2044.0,1.6793673888830711,1.5,1.45,2.0,1733.0,1028.0,1.0,2.0,3.0,1.0,1.983100227336828,1.635865802376215,15.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,3.48,Middle East,Kurdistan,erbil,EBL
128.0,2.0,114.0,1551.6760334543108,1.8630556177244575,0.52,2.19,3.0,573.0,457.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.74,Middle East,Yemen,sanaa,SAH
355.0,2.0,23.0,1238.3919078600948,3.0,0.62,1.85,3.0,867.0,523.0,1.0,1.0,2.0,1.0,2.0,1.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,3.45,Europe,Russia,ufa,UFA
110.0,2.0,103.0,1403.0,1.0,0.36,1.02,3.0,595.0,217.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.12,Asia,India,nagpur,NAG
116.0,2.0,55.0,671.0,1.0,0.44,1.25,3.0,416.0,243.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,4.02,Asia,India,thiruvananthapuram,TRV
1400.0,2.0,8.0,3874.0,2.0,1.87,3.85,1.0,2855.0,1734.0,2.0,2.0,2.0,3.0,3.0,3.0,23.0,2.0,3.0,3.0,3.0,2.131865042222588,0.0,1.0,3.0,3.0,4.0,1.0,3.96,North America,United States,mountain view ca,NUQ
844.0,2.0,30.0,1373.0,1.4796099003708971,1.39,2.06,2.0,1302.0,958.0,1.0,2.0,1.0,1.0,1.0,0.8731829019559325,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.81,Africa,Sierra Leone,freetown,FNA
930.0,2.0,18.0,1190.0,2.0,1.53,3.36,2.0,1642.0,1173.0,4.0,2.0,3.0,2.0,3.0,3.0,33.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.52,North America,United States,knoxville tn,TYS
238.0,2.0,50.0,1037.0,2.146320303080422,0.7,1.39,3.0,727.0,395.0,2.0,2.0,3.0,1.0,2.3175600332616773,2.0,14.0,1.0,2.0,2.0,3.0,1.210583717706831,0.0,0.0,3.0,3.0,4.0,4.0,3.77,Europe,Bosnia,banja luka,BNX
296.0,2.0,36.0,1983.0,1.8170746428558175,1.25,2.41,3.0,1141.0,527.0,4.0,1.0,3.0,2.0,1.0,1.0,26.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Bulgaria,burgas,BOJ
253.0,2.0,5.0,915.0,1.0,0.34,0.49,3.0,569.0,329.0,2.0,2.0,2.0,3.0,3.0,2.0,11.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.62,Latin America,Argentina,mar del plata,MDQ
253.0,2.0,47.0,519.0,1.0,0.66,1.62,3.0,539.0,391.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,4.16,Latin America,Colombia,bucaramanga,BGA
858.0,2.0,13.0,2105.0,3.0,1.98,2.81,2.0,1929.0,1173.0,4.0,2.0,4.0,2.0,3.0,2.0,29.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.03,Europe,United Kingdom,bournemouth,BOH
559.0,2.0,163.0,1678.0,3.0,0.58,0.0,3.0,1004.0,573.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.34,Asia,China,xining,XNN
644.0,2.0,20.0,1312.0,1.0,2.45,2.88,2.0,1566.0,981.0,2.0,3.0,2.0,2.0,3.0,3.0,37.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.89,Europe,Germany,bielefeld,BFE
296.0,2.0,50.0,671.0,3.0,0.92,2.15,3.0,794.0,522.0,2.0,1.0,3.0,1.0,2.0,1.0,19.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.37,Asia,Russia,tomsk,TOF
292.0,2.0,15.0,1190.0,2.2019795658478323,1.17,1.17,3.0,771.0,423.0,2.0,1.0,3.0,2.0,2.0,2.237264313488663,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,3.91,Europe,Kosovo,pristina,PRN
276.0,2.0,29.0,1495.0,3.0,0.65,1.53,3.0,935.0,430.0,1.0,1.0,3.0,1.0,2.0,1.0,26.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,3.84,Europe,Russia,samara,KUF
904.0,2.0,22.0,2715.0,1.0,2.99,3.85,1.0,2411.0,1350.0,3.0,4.0,2.0,3.0,4.0,4.0,45.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.34,Europe,Netherlands,breda,GLZ
643.0,2.0,24.0,1403.0,2.0,3.36,5.02,1.0,1997.0,1270.0,4.0,4.0,3.0,2.0,4.0,3.0,25.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.27,Europe,Denmark,aalborg,AAL
405.0,2.0,15.0,1922.0,3.0,0.87,2.85,2.0,1261.0,637.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.054478706172507,1.0,0.0,2.0,2.0,4.0,1.0,2.74,Africa,Zimbabwe,harare,HRE
301.0,2.0,42.0,458.0,1.0,0.3,1.06,3.0,488.0,374.0,2.0,1.0,2.0,3.0,2.0,2.0,7.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.86,Asia,Indonesia,malang east java,MLG
183.0,2.0,60.0,549.0,2.0,0.82,1.8,2.0,655.0,385.0,1.0,1.0,2.0,1.0,3.0,1.0,11.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,3.33,Latin America,Brazil,anapolis,APS
673.0,2.0,34.0,1891.0,1.0,1.99,1.58,2.0,1708.0,940.0,3.0,2.0,2.0,3.0,2.0,4.0,19.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.49,Europe,Italy,treviso,TSF
292.0,2.0,9.0,1983.0,1.0,2.92,3.5,2.0,1482.0,700.0,2.0,3.0,2.0,2.0,3.0,3.0,49.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.73,Europe,Germany,hof,HOQ
387.0,2.0,70.0,2349.0,1.7141417071546692,1.16,2.9,2.0,1251.0,627.0,1.0,3.0,2.0,2.0,2.0354915443280843,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,3.38,Oceania,Samoa,apia,API
1150.0,2.0,55.0,3447.0,2.2533806836995627,5.0,5.0,1.0,2881.0,1706.0,3.0,2.0,4.0,2.0,2.93109450211919,2.917500704995347,5.0,2.6028172260012425,1.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,3.82,Latin America,British Virgin Islands,road town,RAD
307.0,2.0,80.0,458.0,1.0,0.6,2.35,3.0,626.0,493.0,1.0,1.0,1.0,2.0,3.0,2.0,14.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,3.45,Latin America,Mexico,toluca,TLC
863.0,2.0,16.0,3386.0,2.0,1.62,3.82,1.0,2254.0,1206.0,1.0,2.0,2.0,2.0,3.0,3.0,58.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,4.05,North America,United States,salem ma,BOS
1222.0,2.0,50.0,1647.0,1.4648599480645574,4.89,4.89,1.0,2862.0,1877.0,2.0,2.0,1.0,2.0,2.8965382171199017,2.634156011857042,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,3.3,Oceania,New Caledonia,noumea,NOU
830.0,2.0,19.0,1129.0,2.0,1.29,4.4,2.0,1681.0,1322.0,3.0,2.0,3.0,2.0,3.0,3.0,25.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,4.28,North America,United States,cincinnati oh,LUK
62.51090447965987,2.0,14.0,941.71097543053,1.0,0.42,0.0,4.0,633.0768904870469,285.1440720949436,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,4.0,3.9,Asia,India,bareilly,BEK
415.0,2.0,64.0,1196.7082465076542,3.0,0.49,3.91,3.0,954.0,730.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.56,Asia,China,fuzhou,FOC
319.0,2.0,129.0,824.0,3.0,0.5,4.5,3.0,772.0,648.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.45,Asia,China,shenyang,SHE
181.0,2.0,85.0,702.0,3.0,0.22,4.2,3.0,533.0,479.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,3.52,Asia,China,guiyang,KWE
272.0,2.0,26.0,1129.0,1.0,0.65,2.25,3.0,782.0,509.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,4.23,Asia,Malaysia,penang,ZJR
703.0,2.0,92.0,1159.0,3.0,0.53,0.0,3.0,1017.0,707.0,2.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.47,Asia,China,wuhu,WHU
835.0,2.0,17.0,1556.0,2.0,2.07,3.41,2.0,1836.0,1208.0,4.0,3.0,4.0,1.0,4.0,3.0,26.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.25,Oceania,Australia,wollongong,WOL
98.0,2.0,41.0,1601.7949083844228,1.0,0.37,1.09,3.0,972.1594422545744,231.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,3.93,Asia,India,kollam,TRV
90.0,2.0,48.0,458.0,1.0,0.35,1.48,3.0,374.0,242.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,3.68,Asia,India,madurai,IXM
463.0,2.0,91.0,580.0,1.7709940942995324,0.0,0.0,3.0,494.0,394.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.01,Latin America,Nicaragua,leon,LEN
292.0,2.0,8.0,2318.0,1.0,1.96,3.76,2.0,1594.0,763.0,3.0,1.0,2.0,2.0,2.0,4.0,10.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.78,Europe,Greece,patras,GPA
583.0,2.0,14.0,3233.0,1.0,1.89,3.15,1.0,1875.0,967.0,4.0,4.0,2.0,2.0,4.0,3.0,25.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.31,Europe,Finland,oulu,OUL
660.0,2.0,12.0,1800.0,3.0,2.62,3.29,1.0,1900.0,1085.0,3.0,2.0,3.0,3.0,3.0,2.0,21.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,4.1,Europe,United Kingdom,luton,LTN
325.0,2.0,18.0,976.0,2.0,0.89,1.35,3.0,801.0,459.0,2.0,1.0,3.0,2.0,3.0,1.0,20.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.55,Latin America,Brazil,itapema,NVT 
263.0,2.0,94.0,427.0,1.0,0.41,1.41,3.0,414.0,331.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,4.0,3.53,Asia,Indonesia,surakarta,SOC
1584.0,2.0,11.0,1312.0,2.0,2.28,4.56,1.0,2470.0,1977.0,4.0,3.0,3.0,1.0,4.0,3.0,58.0,1.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,2.0,3.53,North America,Canada,fort mcmurray,YMM
318.0,2.0,35.0,671.0,2.0,0.96,1.61,3.0,765.0,492.0,2.0,1.0,3.0,2.0,3.0,1.0,15.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.89,Latin America,Brazil,campinas, VCP
902.0,2.0,16.0,2227.0,2.0,1.46,3.5,2.0,1939.0,1220.0,3.0,2.0,4.0,2.0,3.0,3.0,36.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.4,North America,United States,chico ca,CIC
